9.600000000000000000e+01,8.600000000000000000e+01,3.000000000000000000e+01,1.200000000000000000e+01,5.200000000000000000e+01,9.050800082881292496e+01
9.700000000000000000e+01,8.600000000000000000e+01,3.400000000000000000e+01,1.300000000000000000e+01,4.200000000000000000e+01,8.730800082881292212e+01
9.900000000000000000e+01,8.300000000000000000e+01,3.800000000000000000e+01,1.100000000000000000e+01,3.800000000000000000e+01,8.480800082881292212e+01
9.200000000000000000e+01,8.100000000000000000e+01,3.900000000000000000e+01,1.200000000000000000e+01,5.400000000000000000e+01,9.430800082881292212e+01
9.900000000000000000e+01,8.200000000000000000e+01,3.400000000000000000e+01,1.000000000000000000e+01,2.400000000000000000e+01,7.340800082881293065e+01
1.000000000000000000e+02,8.500000000000000000e+01,3.700000000000000000e+01,1.400000000000000000e+01,2.600000000000000000e+01,7.990800082881291644e+01
9.500000000000000000e+01,8.600000000000000000e+01,3.500000000000000000e+01,1.400000000000000000e+01,6.000000000000000000e+01,9.910800082881291928e+01
9.300000000000000000e+01,8.800000000000000000e+01,3.700000000000000000e+01,1.300000000000000000e+01,5.300000000000000000e+01,9.560800082881291928e+01
9.400000000000000000e+01,8.000000000000000000e+01,3.800000000000000000e+01,1.000000000000000000e+01,2.500000000000000000e+01,7.490800082881293065e+01
9.600000000000000000e+01,9.000000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+01,5.900000000000000000e+01,9.950800082881292496e+01
9.700000000000000000e+01,8.500000000000000000e+01,3.300000000000000000e+01,1.500000000000000000e+01,4.000000000000000000e+01,8.670800082881292781e+01
9.100000000000000000e+01,8.300000000000000000e+01,3.900000000000000000e+01,1.100000000000000000e+01,3.500000000000000000e+01,8.270800082881292781e+01
9.200000000000000000e+01,8.800000000000000000e+01,3.700000000000000000e+01,1.000000000000000000e+01,2.500000000000000000e+01,7.660800082881291928e+01
9.500000000000000000e+01,8.800000000000000000e+01,3.700000000000000000e+01,1.000000000000000000e+01,3.900000000000000000e+01,8.530800082881292212e+01
9.800000000000000000e+01,8.400000000000000000e+01,3.100000000000000000e+01,1.400000000000000000e+01,4.100000000000000000e+01,8.540800082881291644e+01
9.800000000000000000e+01,8.300000000000000000e+01,3.900000000000000000e+01,1.400000000000000000e+01,5.700000000000000000e+01,9.870800082881291360e+01
9.400000000000000000e+01,8.700000000000000000e+01,3.100000000000000000e+01,1.400000000000000000e+01,4.400000000000000000e+01,8.770800082881291360e+01
9.500000000000000000e+01,8.900000000000000000e+01,3.300000000000000000e+01,1.200000000000000000e+01,3.100000000000000000e+01,8.020800082881292781e+01
9.300000000000000000e+01,8.200000000000000000e+01,3.000000000000000000e+01,1.400000000000000000e+01,3.600000000000000000e+01,8.080800082881292212e+01
9.700000000000000000e+01,8.100000000000000000e+01,3.100000000000000000e+01,1.500000000000000000e+01,2.800000000000000000e+01,7.730800082881292212e+01
9.200000000000000000e+01,8.000000000000000000e+01,3.100000000000000000e+01,1.500000000000000000e+01,5.400000000000000000e+01,9.210800082881291928e+01
1.000000000000000000e+02,8.600000000000000000e+01,3.800000000000000000e+01,1.200000000000000000e+01,5.300000000000000000e+01,9.550800082881292496e+01
9.300000000000000000e+01,8.300000000000000000e+01,4.000000000000000000e+01,1.400000000000000000e+01,4.600000000000000000e+01,9.210800082881291928e+01
9.900000000000000000e+01,8.400000000000000000e+01,3.700000000000000000e+01,1.300000000000000000e+01,4.200000000000000000e+01,8.840800082881293065e+01
9.100000000000000000e+01,8.500000000000000000e+01,3.900000000000000000e+01,1.000000000000000000e+01,5.100000000000000000e+01,9.220800082881292781e+01
9.900000000000000000e+01,9.000000000000000000e+01,3.500000000000000000e+01,1.100000000000000000e+01,3.500000000000000000e+01,8.360800082881291928e+01
9.000000000000000000e+01,8.400000000000000000e+01,3.100000000000000000e+01,1.500000000000000000e+01,3.400000000000000000e+01,8.110800082881291928e+01
