epoch,acc,loss,lr,val_acc,val_loss
0,0.36519999951124194,2.1584504606723787,0.001,0.41889999985694887,1.9504601895809173
1,0.43259999728202819,1.8442714843750001,0.001,0.4571999952197075,1.7482710564136505
2,0.46839999759197237,1.7000209228992462,0.001,0.47859999746084214,1.6511791682243346
3,0.49105999535322187,1.6219621863365172,0.001,0.46639999687671663,1.7000021421909333
4,0.50367999696731569,1.555197696685791,0.001,0.50829999566078188,1.5415251600742339
5,0.51949999648332601,1.5173437061309814,0.001,0.48499999761581419,1.634977524280548
6,0.52907999855279919,1.4771101646423339,0.001,0.51349999904632571,1.5051022088527679
7,0.53853999716043477,1.4491298251152038,0.001,0.53949999839067464,1.4463880944252014
8,0.5488599970936775,1.4247334809303285,0.001,0.53949999928474424,1.4655404543876649
9,0.55685999709367751,1.3982086038589479,0.001,0.56129999965429311,1.380793365240097
10,0.56591999709606167,1.3808333582878112,0.001,0.54119999915361405,1.4512412106990815
11,0.568719997882843,1.3609540598392487,0.001,0.55049999773502345,1.4005212306976318
12,0.57907999688386913,1.3380600655078887,0.001,0.55730000048875805,1.4266369140148163
13,0.58483999931812292,1.3226198298931122,0.001,0.53659999459981922,1.4347826516628266
14,0.5863399973511696,1.3128676178455352,0.001,0.56559999883174894,1.4008978509902954
15,0.5904399981498718,1.3005801374912263,0.001,0.56629999905824657,1.3757496535778047
16,0.59417999833822255,1.2913259863853455,0.001,0.58819999814033508,1.3126347041130066
17,0.59947999936342244,1.2777409909963608,0.001,0.54400000125169756,1.4208562910556792
18,0.60569999951124187,1.2656846617460251,0.001,0.56999999552965164,1.3676003885269166
19,0.60841999888420106,1.2586034027338029,0.001,0.58079999893903733,1.3476265758275985
20,0.61283999997377392,1.2467017853260041,0.001,0.55359999895095824,1.4212906539440155
21,0.61563999933004376,1.2351991742849351,0.001,0.60359999954700472,1.2698118889331818
22,0.61969999849796298,1.2310333881378175,0.001,0.5989000004529953,1.3055107533931731
23,0.6234399993419647,1.2252731238603591,0.001,0.5731999987363815,1.3927901244163514
24,0.62593999946117396,1.213805802822113,0.001,0.58449999839067457,1.3615883111953735
25,0.62639999961853032,1.2127594785690308,0.001,0.59030000060796739,1.3123154377937316
26,0.63130000066757197,1.2021701414585113,0.001,0.57419999778270725,1.3551433324813842
27,0.63094000136852268,1.1964512969255447,0.001,0.59789999604225164,1.3182377016544342
28,0.66736000156402586,1.0932771240472794,0.000316228,0.64330000281333921,1.1777642565965651
29,0.67492000246047978,1.0671111255884171,0.000316228,0.64760000288486486,1.1556019866466523
30,0.68170000195503233,1.0453003928661346,0.000316228,0.64560000330209732,1.1727470779418945
31,0.68412000155448915,1.034098021030426,0.000316228,0.64920000195503236,1.1600765311717987
32,0.68708000230789179,1.0250361493825912,0.000316228,0.64839999943971638,1.1569855201244355
33,0.68896000182628636,1.0116673811674117,0.000316228,0.64810000419616698,1.1729812371730803
34,0.69456000161170961,1.0023133748769759,0.000316228,0.65260000228881831,1.1507474422454833
35,0.69450000131130218,0.99909747874736787,0.000316228,0.64950000435113908,1.1486605298519135
36,0.70006000196933749,0.98483119142055509,0.000316228,0.66250000178813939,1.12077931702137
37,0.69822000122070316,0.98428659701347354,0.000316228,0.6523000025749206,1.1431418991088866
38,0.70062000226974486,0.97367257785797123,0.000316228,0.64930000007152555,1.163350492119789
39,0.70238000047206883,0.96678979003429411,0.000316228,0.66169999897480014,1.13372061252594
40,0.70602000176906587,0.96198226737976078,0.000316228,0.65090000212192534,1.1545275104045869
41,0.70982000279426571,0.94971355092525478,0.000316228,0.65020000070333483,1.1557228541374207
42,0.70930000162124629,0.95045023167133336,0.000316228,0.65699999809265142,1.1469764804840088
43,0.72856000041961666,0.89999099886417389,0.0001,0.67590000331401823,1.1030953216552735
44,0.73348000216484066,0.88541476702690125,0.0001,0.67139999926090244,1.112686733007431
45,0.73682000231742861,0.87284713637828826,0.0001,0.67590000152587892,1.1152877002954482
46,0.73682000041008,0.86822370672225957,0.0001,0.67150000244379049,1.1198351311683654
47,0.74090000069141393,0.85636032998561862,0.0001,0.67249999880790712,1.1120498937368393
48,0.74557999932765961,0.85005131626129149,0.0001,0.66930000305175785,1.1207823163270951
49,0.74474000000953677,0.84987454998493195,0.0001,0.67160000145435328,1.1209667247533799
50,0.75304000008106231,0.83074208164215091,3.16228e-05,0.6761000025272369,1.1128979295492172
51,0.754,0.82268997597694393,3.16228e-05,0.67779999732971197,1.1157218718528747
52,0.75057999944686893,0.82602084696292877,3.16228e-05,0.67810000002384185,1.1140405273437499
53,0.7538400001525879,0.82006222569942477,3.16228e-05,0.67840000212192531,1.1133931005001068
